,current_annual_salary
3620,48145.17
3621,121952.0
3622,117808.54
3623,96624.0
3624,40591.43
3625,63345.0
3626,102664.0
3627,106448.44
3628,84878.28
3629,165231.42
3630,50317.92
3631,92756.7
3632,34350.5
3633,93945.0
3634,51289.57
3635,69573.0
3636,62903.0
3637,58455.0
3638,71085.56
3639,68054.0
3640,55328.0
3641,58157.89
3642,74857.21
3643,52693.0
3644,68015.0
3645,29779.09
3646,78096.0
3647,64705.5
3648,118080.06
3649,49922.96
3650,57660.28
3651,40113.23
3652,76070.52
3653,40534.48
3654,81557.0
3655,61860.65
3656,74193.84
3657,71472.15
3658,72902.0
3659,97755.0
3660,97755.0
3661,68015.0
3662,83497.98
3663,46626.87
3664,50563.09
3665,90896.0
3666,61000.0
3667,50910.0
3668,66205.5
3669,24134.31
3670,46626.87
3671,31899.76
3672,51969.0
3673,96197.88
3674,60501.0
3675,27805.44
3676,55054.21
3677,50785.38
3678,76015.03
3679,45261.0
3680,75453.0
3681,175110.54
3682,30473.48
3683,79471.0
3684,42792.0
3685,33395.15
3686,55203.96
3687,51394.0
3688,83497.98
3689,55589.87
3690,39561.6
3691,45261.0
3692,76015.03
3693,89475.01
3694,73801.0
3695,39257.31
3696,45261.0
3697,70435.0
3698,156525.0
3699,34350.14
3700,71830.44
3701,102664.0
3702,110229.0
3703,84974.0
3704,84095.22
3705,80829.0
3706,74713.0
3707,89418.95
3708,70435.0
3709,72902.0
3710,80829.0
3711,80829.0
3712,100500.0
3713,112899.0
3714,73801.0
3715,92756.7
3716,92756.7
3717,60727.82
3718,67486.85
3719,53380.28
3720,104091.97
3721,36832.08
3722,170182.71
3723,104717.28
3724,33568.92
3725,102664.0
3726,56607.0
3727,78593.12
3728,46626.87
3729,83611.44
3730,96763.35
3731,69222.18
3732,89620.0
3733,46626.87
3734,40631.32
3735,85854.0
3736,81066.0
3737,22879.76
3738,46626.06
3739,65694.01
3740,87523.22
3741,53788.0
3742,50785.5
3743,71267.51
3744,97912.0
3745,48258.11
3746,43525.72
3747,60153.67
3748,63979.0
3749,85763.95
3750,83611.44
3751,105743.92
3752,32098.0
3753,100849.36
3754,78096.0
3755,48145.17
3756,50910.0
3757,80133.73
3758,43525.72
3759,89615.46
3760,62307.71
3761,81066.0
3762,45048.5
3763,148589.0
3764,81066.0
3765,50211.0
3766,74890.0
3767,21622.15
3768,56464.05
3769,26208.35
3770,88859.0
3771,77434.0
3772,131348.75
3773,42053.42
3774,78889.86
3775,54538.0
3776,66065.23
3777,131155.93
3778,88859.0
3779,77664.05
3780,84974.0
3781,73547.57
3782,100849.36
3783,27805.44
3784,67081.0
3785,51369.11
3786,50910.0
3787,83497.98
3788,64141.0
3789,103213.43
3790,58455.0
3791,41781.91
3792,90896.0
3793,102664.0
3794,89485.0
3795,21767.41
3796,42710.98
3797,40631.32
3798,128053.07
3799,72185.0
3800,55328.0
3801,77434.0
3802,43525.72
3803,62840.67
3804,42487.0
3805,146732.73
3806,58773.0
3807,64018.5
3808,60464.28
3809,59294.89
3810,59302.0
3811,92756.7
3812,110957.02
3813,89620.0
3814,89620.0
3815,125875.02
3816,77434.0
3817,39257.31
3818,43100.0
3819,72861.0
3820,24865.53
3821,80829.0
3822,63067.93
3823,62087.5
3824,45261.0
3825,70435.0
3826,79786.84
3827,74458.0
3828,65716.0
3829,96197.88
3830,86588.0
3831,118400.0
3832,48631.98
3833,75453.0
3834,92756.7
3835,46995.44
3836,50910.0
3837,43525.72
3838,39257.0
3839,103506.0
3840,59638.0
3841,74890.0
3842,60201.44
3843,49947.16
3844,74148.26
3845,102664.0
3846,92756.7
3847,65209.54
3848,76384.04
3849,59975.32
3850,92756.7
3851,107128.71
3852,69222.18
3853,35552.78
3854,75375.0
3855,72185.0
3856,102664.0
3857,91751.37
3858,39257.0
3859,57620.0
3860,43525.72
3861,62620.0
3862,78096.0
3863,97755.0
3864,56990.0
3865,33561.66
3866,64141.0
3867,65752.0
3868,131348.75
3869,62678.97
3870,71712.94
3871,97224.98
3872,51969.0
3873,79951.9
3874,57365.0
3875,50910.0
3876,110229.0
3877,76015.03
3878,40631.32
3879,42387.44
3880,103150.0
3881,79097.0
3882,25445.0
3883,99597.0
3884,48145.0
3885,35552.8
3886,91751.37
3887,103630.35
3888,65752.0
3889,27805.44
3890,41533.31
3891,53904.46
3892,95255.0
3893,63493.0
3894,118080.06
3895,38756.8
3896,88574.84
3897,149529.08
3898,60501.0
3899,117174.02
3900,40368.57
3901,130195.12
3902,56950.48
3903,66902.52
3904,92629.77
3905,45000.0
3906,89620.0
3907,28738.03
3908,97392.47
3909,68550.12
3910,50271.51
3911,87523.22
3912,31939.69
3913,54500.0
3914,76182.23
3915,63493.0
3916,63887.0
3917,65716.0
3918,90691.18
3919,92756.7
3920,69222.18
3921,72619.98
3922,102664.0
3923,60775.0
3924,120768.0
3925,107657.0
3926,93396.0
3927,20056.64
3928,67866.18
3929,84279.24
3930,63067.93
3931,44945.53
3932,66814.1
3933,113947.04
3934,128519.0
3935,72902.0
3936,64141.0
3937,94449.0
3938,123902.96
3939,51289.57
3940,46319.13
3941,38020.38
3942,71830.44
3943,89620.0
3944,69222.18
3945,65752.0
3946,216336.0
3947,71054.35
3948,57265.0
3949,55014.29
3950,62288.91
3951,63492.87
3952,93396.0
3953,81380.25
3954,58455.0
3955,56753.62
3956,52081.11
3957,94449.0
3958,156525.0
3959,68054.0
3960,46626.87
3961,82631.76
3962,141539.36
3963,71742.61
3964,118728.11
3965,52031.02
3966,69222.18
3967,115156.98
3968,92756.7
3969,54816.24
3970,62971.42
3971,53788.0
3972,104717.28
3973,30820.88
3974,83214.0
3975,47693.0
3976,43525.72
3977,40631.32
3978,101917.98
3979,117808.54
3980,49104.04
3981,61408.0
3982,92518.2
3983,86673.48
3984,135392.0
3985,130240.0
3986,115006.37
3987,104717.28
3988,50910.0
3989,61408.0
3990,92062.06
3991,83658.0
3992,45261.0
3993,64854.0
3994,71908.0
3995,56733.0
3996,113662.32
3997,72961.95
3998,65105.0
3999,45261.0
4000,67126.0
4001,107657.0
4002,65752.0
4003,97394.2
4004,45049.12
4005,41873.93
4006,67206.0
4007,73801.0
4008,43761.61
4009,66065.23
4010,80829.0
4011,104717.28
4012,60201.44
4013,112266.0
4014,57807.08
4015,20419.48
4016,85405.0
4017,18247.04
4018,76015.03
4019,85700.5
4020,70483.67
4021,70435.0
4022,75453.0
4023,87148.0
4024,86668.49
4025,55298.67
4026,19542.51
4027,100849.36
4028,40728.37
4029,48145.17
4030,45261.0
4031,146384.28
4032,41598.04
4033,69313.04
4034,102664.0
4035,83611.44
4036,27805.44
4037,19542.5
4038,43850.22
4039,89485.0
4040,22529.52
4041,57235.41
4042,88310.33
4043,86942.78
4044,17793.55
4045,132387.9
4046,68054.0
4047,43850.22
4048,48258.81
4049,60515.7
4050,40631.32
4051,66065.23
4052,37838.45
4053,66065.23
4054,69222.18
4055,62355.86
4056,40631.32
4057,28772.17
4058,93396.0
4059,71730.49
4060,65209.54
4061,58512.07
4062,45384.51
4063,118930.0
4064,46626.87
4065,58671.02
4066,57235.41
4067,59873.55
4068,64141.0
4069,39257.31
4070,88463.0
4071,83658.0
4072,40631.32
4073,58671.02
4074,63067.93
4075,58941.9
4076,66065.23
4077,42053.83
4078,58455.0
4079,93961.91
4080,92756.7
4081,91790.12
4082,63445.0
4083,78251.45
4084,44753.0
4085,42053.83
4086,39164.85
4087,96197.88
4088,63493.0
4089,72902.0
4090,45048.5
4091,104434.06
4092,52000.0
4093,71000.64
4094,63552.04
4095,40631.32
4096,40453.0
4097,69963.56
4098,77289.48
4099,50053.88
4100,68069.27
4101,45028.5
4102,66065.23
4103,67538.28
4104,40631.32
4105,25420.64
4106,46626.87
4107,92756.7
4108,97224.98
4109,18723.15
4110,93396.0
4111,64141.0
4112,46469.0
4113,92756.7
4114,53788.0
4115,97912.0
4116,78179.34
4117,92756.7
4118,89620.0
4119,100849.36
4120,90896.0
4121,82821.0
4122,36797.13
4123,46469.0
4124,45048.5
4125,53788.0
4126,65716.0
4127,43761.61
4128,100095.45
4129,135392.0
4130,50957.62
4131,71830.44
4132,79819.62
4133,70301.0
4134,92469.07
4135,50785.5
4136,48258.81
4137,85606.4
4138,57265.0
4139,70000.0
4140,66065.23
4141,87523.22
4142,66065.23
4143,109857.26
4144,90290.12
4145,118400.0
4146,82821.0
4147,53084.71
4148,94210.94
4149,97912.0
4150,60501.0
4151,84974.0
4152,103506.0
4153,96624.0
4154,86673.48
4155,65752.0
4156,65752.0
4157,97190.31
4158,55328.0
4159,92756.7
4160,70319.8
4161,50699.15
4162,102664.0
4163,102664.0
4164,107657.0
4165,27569.84
4166,52693.0
4167,56715.6
4168,42053.83
4169,100849.36
4170,91882.2
4171,53788.0
4172,32098.0
4173,87523.22
4174,82182.0
4175,79647.84
4176,76716.0
4177,66065.23
4178,52472.35
4179,59187.0
4180,42662.89
4181,46626.87
4182,80145.0
4183,33395.0
4184,41781.91
4185,73801.0
4186,66065.23
4187,43244.28
4188,89620.0
4189,92756.7
4190,70422.0
4191,55488.29
4192,91532.0
4193,65752.0
4194,55671.0
4195,69222.18
4196,52472.36
4197,78250.23
4198,50211.0
4199,95000.0
4200,37838.48
4201,77328.0
4202,70000.0
4203,66065.23
4204,73775.81
4205,74424.0
4206,118400.0
4207,46863.15
4208,37625.9
4209,58657.24
4210,89620.0
4211,92756.7
4212,100670.07
4213,37684.0
4214,83658.0
4215,95263.92
4216,94532.52
4217,36120.86
4218,40631.32
4219,63067.93
4220,56463.95
4221,80902.5
4222,97912.0
4223,53086.16
4224,70350.0
4225,47300.93
4226,39257.31
4227,40631.32
4228,42662.88
4229,40631.32
4230,87967.15
4231,70435.0
4232,63493.0
4233,58448.0
4234,42053.83
4235,19263.33
4236,97374.14
4237,77817.32
4238,75595.57
4239,117174.02
4240,60201.44
4241,78096.0
4242,48260.15
4243,118400.0
4244,45701.39
4245,52603.81
4246,57476.06
4247,73801.0
4248,43525.72
4249,64973.78
4250,73801.0
4251,60201.44
4252,63493.0
4253,79747.8
4254,79663.29
4255,175127.0
4256,56300.0
4257,93396.0
4258,38084.99
4259,52095.66
4260,144472.55
4261,95238.84
4262,86461.39
4263,64740.06
4264,44753.0
4265,56478.0
4266,68963.6
4267,114983.68
4268,87435.0
4269,56053.24
4270,63107.38
4271,84753.01
4272,73161.42
4273,93396.0
4274,62835.65
4275,210143.0
4276,77328.0
4277,75277.02
4278,48260.15
4279,64141.0
4280,66639.25
4281,95187.98
4282,55500.0
4283,44175.0
4284,29779.07
4285,97912.0
4286,70402.55
4287,82390.34
4288,60775.0
4289,67007.32
4290,26208.35
4291,67206.0
4292,93945.0
4293,83497.98
4294,92756.7
4295,58941.9
4296,62359.07
4297,65752.0
4298,155693.29
4299,39003.45
4300,93396.0
4301,52923.68
4302,139531.73
4303,89570.31
4304,56980.9
4305,84974.0
4306,44618.0
4307,135392.0
4308,17793.56
4309,43525.12
4310,50317.92
4311,46084.51
4312,122788.02
4313,97912.0
4314,105743.92
4315,67206.0
4316,67863.01
4317,70301.0
4318,40843.75
4319,91751.37
4320,64057.09
4321,141063.02
4322,72902.0
4323,55328.0
4324,107128.71
4325,95263.92
4326,81066.0
4327,62835.65
4328,42053.83
4329,100849.36
4330,97912.0
4331,50910.0
4332,118400.0
4333,74146.46
4334,44810.0
4335,50825.19
4336,53788.0
4337,84974.0
4338,140794.0
4339,45261.0
4340,46516.83
4341,36914.25
4342,62903.0
4343,91007.15
4344,100688.0
4345,86537.84
4346,48258.81
4347,81066.0
4348,112899.0
4349,75483.8
4350,56990.0
4351,41954.12
4352,16049.0
4353,66158.11
4354,92756.7
4355,59787.12
4356,106754.6
4357,86588.0
4358,157996.4
4359,100047.96
4360,91801.23
4361,69626.72
4362,45048.5
4363,20419.48
4364,58455.0
4365,54402.73
4366,56733.0
4367,28772.17
4368,67753.0
4369,46259.09
4370,50910.0
4371,126000.0
4372,73801.0
4373,24023.1
4374,175127.0
4375,56280.85
4376,89620.0
4377,36493.52
4378,68614.81
4379,28738.03
4380,45000.0
4381,110229.0
4382,80784.0
4383,56733.0
4384,43432.94
4385,48258.81
4386,56306.83
4387,116285.97
4388,43525.71
4389,107128.71
4390,83497.98
4391,18247.04
4392,101829.0
4393,70052.0
4394,96869.0
4395,92756.7
4396,70435.0
4397,140794.0
4398,128560.48
4399,116042.92
4400,56478.0
4401,19728.85
4402,118400.0
4403,18684.23
4404,135392.0
4405,93396.0
4406,55328.0
4407,100849.36
4408,40534.48
4409,95741.4
4410,92756.7
4411,95715.51
4412,54921.24
4413,105743.92
4414,60091.47
4415,102664.0
4416,46318.99
4417,140794.0
4418,72333.69
4419,51289.57
4420,69368.62
4421,80829.0
4422,107846.65
4423,76321.49
4424,210132.65
4425,60178.88
4426,60997.41
4427,128519.0
4428,120967.0
4429,135392.0
4430,89471.88
4431,118400.0
4432,107128.71
4433,117226.13
4434,101000.0
4435,90205.0
4436,72000.0
4437,100849.36
4438,50910.0
4439,75277.02
4440,74424.0
4441,73108.08
4442,108112.9
4443,83497.98
4444,22426.41
4445,68115.54
4446,88859.28
4447,45261.0
4448,72442.2
4449,74815.0
4450,41781.91
4451,16049.0
4452,41220.18
4453,38085.0
4454,61339.0
4455,148272.95
4456,76716.0
4457,68115.54
4458,64872.71
4459,89397.77
4460,94099.0
4461,54507.65
4462,50343.91
4463,114419.25
4464,51958.37
4465,92756.7
4466,62620.0
4467,97912.0
4468,60201.44
4469,50910.0
4470,56580.0
4471,121952.0
4472,69349.08
4473,100342.9
4474,50910.0
4475,81066.0
4476,114087.02
4477,97392.47
4478,78096.0
4479,98490.39
4480,57265.0
4481,18193.45
4482,170754.0
4483,48956.0
4484,93396.0
4485,56478.0
4486,17793.77
4487,80784.0
4488,98024.98
4489,29224.0
4490,50910.0
4491,85901.02
4492,37934.39
4493,53788.0
4494,70884.0
4495,52693.0
4496,72677.03
4497,72902.0
4498,63493.0
4499,41220.18
4500,56478.0
4501,84813.6
4502,97755.0
4503,60714.58
4504,92460.0
4505,60201.44
4506,70422.0
4507,73856.98
4508,97593.32
4509,84974.0
4510,97912.0
4511,49831.0
4512,53495.77
4513,50211.0
4514,77343.0
4515,62678.98
4516,44511.02
4517,85445.0
4518,93396.0
4519,85405.0
4520,63177.64
4521,69656.6
4522,73801.0
4523,36606.7
4524,60501.0
4525,65920.57
4526,128149.56
4527,79227.0
4528,130212.41
4529,105743.92
4530,95030.35
4531,50211.0
4532,103708.64
4533,57234.14
4534,33285.6
4535,73801.0
4536,106456.0
4537,45261.0
4538,42792.0
4539,107657.0
4540,17982.61
4541,89079.0
4542,91751.37
4543,59302.0
4544,100849.36
4545,114217.02
4546,61725.0
4547,72902.0
4548,93396.0
4549,156525.0
4550,80784.0
4551,87053.43
4552,100688.0
4553,70435.0
4554,26208.35
4555,92959.95
4556,74891.62
4557,56966.87
4558,100849.36
4559,45049.11
4560,75453.0
4561,57265.0
4562,71539.51
4563,88440.86
4564,67206.0
4565,89079.0
4566,55328.0
4567,41781.91
4568,31500.0
4569,104880.92
4570,93396.0
4571,48145.0
4572,58720.0
4573,53495.79
4574,53381.0
4575,96197.88
4576,118930.0
4577,84201.0
4578,158919.8
4579,74424.0
4580,69322.75
4581,65752.0
4582,48571.6
4583,170687.0
4584,30569.71
4585,77120.31
4586,36210.11
4587,62620.0
4588,91709.69
4589,72902.0
4590,50910.0
4591,91751.37
4592,48571.6
4593,91751.37
4594,71476.12
4595,110229.0
4596,70766.0
4597,87222.0
4598,102664.0
4599,95384.01
4600,53084.71
4601,84974.0
4602,81381.07
4603,120768.0
4604,83497.98
4605,175110.42
4606,66430.5
4607,92490.97
4608,80145.0
4609,90896.0
4610,62991.05
4611,50910.0
4612,122788.02
4613,89620.0
4614,94396.46
4615,107128.71
4616,67753.0
4617,58720.0
4618,175110.42
4619,68054.0
4620,82001.0
4621,91493.99
4622,135392.0
4623,117183.0
4624,72902.0
4625,73558.0
4626,73801.0
4627,141258.78
4628,80895.0
4629,50053.88
4630,90309.51
4631,45049.12
4632,87523.22
4633,62605.76
4634,19060.64
4635,29779.07
4636,58137.62
4637,28772.07
4638,69744.09
4639,65642.42
4640,56733.0
4641,135392.0
4642,56478.0
4643,57011.27
4644,67678.71
4645,92756.7
4646,91532.03
4647,46619.65
4648,48641.35
4649,104199.68
4650,82424.23
4651,78183.58
4652,20226.5
4653,52871.96
4654,66813.0
4655,39257.31
4656,69222.18
4657,45261.0
4658,42332.4
4659,97912.0
4660,72534.66
4661,76572.0
4662,35038.55
4663,58939.38
4664,110229.0
4665,52358.64
4666,39257.0
4667,97676.37
4668,52000.0
4669,41569.82
4670,84219.0
4671,55328.0
4672,68015.0
4673,93356.0
4674,20419.48
4675,86588.0
4676,56990.0
4677,76015.03
4678,100500.0
4679,72902.0
4680,68054.0
4681,93396.0
4682,118080.06
4683,42053.83
4684,69459.44
4685,87523.22
4686,46929.17
4687,72534.66
4688,37881.99
4689,92756.7
4690,85524.82
4691,77297.6
4692,69222.18
4693,79865.0
4694,75004.76
4695,58455.0
4696,97392.47
4697,66430.86
4698,92106.65
4699,118400.0
4700,57265.0
4701,98830.15
4702,89620.0
4703,104717.28
4704,118400.0
4705,55139.23
4706,70594.55
4707,42053.83
4708,64059.78
4709,82911.0
4710,80145.0
4711,50272.2
4712,92756.7
4713,110886.71
4714,76015.03
4715,17192.05
4716,58448.0
4717,89620.0
4718,97912.0
4719,64522.33
4720,39257.0
4721,107128.71
4722,78096.0
4723,53380.28
4724,35552.39
4725,27527.1
4726,107128.71
4727,102664.0
4728,100849.36
4729,94695.12
4730,68340.0
4731,187757.0
4732,51496.03
4733,70435.0
4734,30100.72
4735,54816.24
4736,65715.12
4737,42053.83
4738,130066.89
4739,112899.0
4740,111402.74
4741,92756.7
4742,78096.0
4743,92756.7
4744,57365.0
4745,34537.99
4746,45261.0
4747,91722.27
4748,58720.0
4749,61795.19
4750,156525.0
4751,56733.0
4752,37934.2
4753,64141.0
4754,100849.36
4755,77749.82
4756,24268.53
4757,100008.86
4758,45048.5
4759,142353.83
4760,49263.67
4761,56689.66
4762,42053.83
4763,54535.86
4764,35147.84
4765,121090.35
4766,140794.0
4767,55090.38
4768,42709.0
4769,119211.02
4770,37684.49
4771,96197.88
4772,60402.79
4773,45049.12
4774,96197.88
4775,18247.04
4776,68550.12
4777,62200.0
4778,75737.22
4779,81750.0
4780,24134.31
4781,135392.0
4782,89620.0
4783,91969.07
4784,56478.0
4785,91969.07
4786,155693.29
4787,67206.0
4788,89654.33
4789,30100.72
4790,102664.0
4791,81557.0
4792,75330.17
4793,40946.22
4794,50211.0
4795,80145.0
4796,52472.35
4797,86673.48
4798,54402.73
4799,68015.0
4800,102664.0
4801,92576.0
4802,60501.0
4803,92756.7
4804,52693.0
4805,122300.0
4806,83497.98
4807,80829.0
4808,68054.0
4809,66065.23
4810,40631.32
4811,76015.03
4812,102664.0
4813,156525.0
4814,156525.0
4815,87891.0
4816,39257.0
4817,90896.0
4818,50820.87
4819,38085.07
4820,82206.0
4821,102664.0
4822,60447.99
4823,58440.3
4824,100684.37
4825,137264.09
4826,63171.74
4827,97755.0
4828,86588.0
4829,57807.08
4830,66330.33
4831,135392.0
4832,50671.27
4833,36707.05
4834,55769.09
4835,60501.0
4836,62678.98
4837,42539.31
4838,62701.49
4839,46929.17
4840,64705.41
4841,47693.0
4842,66065.23
4843,51091.0
4844,118400.0
4845,57265.0
4846,58855.37
4847,91969.07
4848,67206.0
4849,40368.82
4850,135392.0
4851,130507.22
4852,60171.43
4853,75076.73
4854,56478.0
4855,82821.0
4856,42053.42
4857,43761.61
4858,53192.47
4859,80784.0
4860,134865.58
4861,75277.02
4862,103708.64
4863,75406.0
4864,90199.0
4865,29779.09
4866,53207.38
4867,89620.0
4868,73801.0
4869,71451.79
4870,60501.0
4871,52701.95
4872,83971.62
4873,54882.52
4874,156525.0
4875,71796.0
4876,88712.56
4877,34241.8
4878,60201.44
4879,64812.0
4880,92756.7
4881,69222.18
4882,90045.25
4883,45049.12
4884,21485.7
4885,45261.0
4886,86225.0
4887,45048.5
4888,85405.0
4889,61384.75
4890,69842.16
4891,148930.75
4892,96763.35
4893,50579.18
4894,91969.07
4895,102664.0
4896,45261.0
4897,40368.82
4898,48596.0
4899,97912.0
4900,192769.12
4901,54814.0
4902,89620.0
4903,75002.25
4904,90871.7
4905,113073.47
4906,96763.35
4907,84364.83
4908,131348.75
4909,93396.0
4910,52693.0
4911,45151.08
4912,63493.0
4913,89079.0
4914,63493.0
4915,42053.42
4916,80897.21
4917,68910.33
4918,118400.0
4919,84974.0
4920,105743.92
4921,81066.0
4922,44207.44
4923,50272.2
4924,69222.18
4925,50211.0
4926,65752.0
4927,52693.0
4928,50910.0
4929,58455.0
4930,53109.41
4931,65716.0
4932,143609.88
4933,60201.44
4934,76936.0
4935,44289.72
4936,77231.0
4937,70151.86
4938,102664.0
4939,69222.18
4940,156525.0
4941,63345.0
4942,83658.0
4943,156525.0
4944,57307.89
4945,128519.0
4946,30100.72
4947,61139.52
4948,28473.99
4949,100849.36
4950,77098.49
4951,69368.25
4952,67139.65
4953,67206.0
4954,37684.0
4955,72433.0
4956,55251.81
4957,70466.92
4958,72185.0
4959,85425.0
4960,52472.36
4961,76564.78
4962,88661.44
4963,77343.0
4964,43525.72
4965,105290.0
4966,82802.65
4967,63315.0
4968,100849.36
4969,106448.44
4970,89620.0
4971,85425.0
4972,24134.31
4973,118400.0
4974,102664.0
4975,56687.16
4976,97912.0
4977,64141.0
4978,69024.51
4979,94413.38
4980,40631.32
4981,96736.28
4982,117783.53
4983,60501.0
4984,47940.52
4985,23318.28
4986,98523.0
4987,95933.26
4988,50424.68
4989,39162.87
4990,75318.27
4991,63488.38
4992,45048.5
4993,16685.02
4994,64615.14
4995,65643.26
4996,43761.61
4997,43525.72
4998,78198.3
4999,18247.04
5000,95263.92
5001,84229.41
5002,126781.06
5003,49364.0
5004,28294.42
5005,20071.75
5006,22429.61
5007,47631.96
5008,118400.0
5009,52472.35
5010,57718.21
5011,120452.71
5012,67206.0
5013,46341.94
5014,69744.0
5015,50697.91
5016,68015.0
5017,112899.0
5018,118080.06
5019,131905.06
5020,55122.12
5021,39455.54
5022,37822.53
5023,66065.23
5024,57361.81
5025,78753.0
5026,47821.87
5027,87523.22
5028,99939.88
5029,93396.0
5030,117174.02
5031,39257.0
5032,65382.0
5033,92756.7
5034,118400.0
5035,21357.88
5036,116633.77
5037,37934.69
5038,55802.0
5039,59072.0
5040,43525.72
5041,52032.89
5042,97560.0
5043,84974.0
5044,100394.16
5045,59000.0
5046,58455.0
5047,78740.52
5048,102664.0
5049,175127.0
5050,47947.55
5051,60501.0
5052,81066.0
5053,126781.06
5054,68344.59
5055,66065.23
5056,86588.0
5057,104717.6
5058,65716.0
5059,87536.0
5060,92756.7
5061,50053.88
5062,50785.5
5063,86370.52
5064,118930.0
5065,97912.0
5066,80089.0
5067,87523.22
5068,71796.52
5069,70396.0
5070,52701.95
5071,60097.19
5072,76271.8
5073,64854.0
5074,45775.85
5075,49068.12
5076,45261.0
5077,65752.0
5078,45261.0
5079,61135.2
5080,56689.66
5081,41228.72
5082,54444.26
5083,73801.0
5084,49068.0
5085,55139.73
5086,51466.63
5087,56306.83
5088,107128.71
5089,91827.56
5090,135392.0
5091,79323.24
5092,95187.98
5093,67753.0
5094,83497.98
5095,121952.0
5096,92756.7
5097,68866.34
5098,48260.15
5099,55702.43
5100,44708.88
5101,48046.91
5102,59276.91
5103,54089.1
5104,69368.62
5105,39257.31
5106,132143.02
5107,48957.37
5108,39257.0
5109,67206.0
5110,112175.51
5111,58455.0
5112,90883.0
5113,118400.0
5114,65752.0
5115,65493.51
5116,102664.0
5117,56941.54
5118,49618.44
5119,103506.0
5120,34350.15
5121,100849.36
5122,101901.18
5123,52383.94
5124,152285.5
5125,27799.2
5126,87523.22
5127,89620.0
5128,62777.97
5129,58455.0
5130,54580.21
5131,100849.36
5132,70435.0
5133,40113.21
5134,93396.0
5135,65716.0
5136,63493.0
5137,72185.0
5138,82159.0
5139,67384.0
5140,143609.88
5141,87841.0
5142,134345.28
5143,61166.35
5144,60501.0
5145,100849.36
5146,92756.7
5147,35960.66
5148,83088.57
5149,49512.33
5150,88846.0
5151,67206.0
5152,57265.0
5153,84974.0
5154,16610.72
5155,66065.23
5156,78293.44
5157,42053.83
5158,63275.0
5159,83497.98
5160,34611.09
5161,50910.0
5162,75453.0
5163,68364.67
5164,57265.0
5165,97912.0
5166,70435.0
5167,33395.15
5168,48640.89
5169,64216.01
5170,70435.0
5171,92756.7
5172,90097.47
5173,44694.45
5174,87298.39
5175,120768.0
5176,67206.0
5177,89620.0
5178,63493.0
5179,88859.0
5180,72861.0
5181,140700.0
5182,100849.36
5183,76201.98
5184,87435.0
5185,87523.22
5186,79326.14
5187,36180.0
5188,58956.61
5189,65812.13
5190,50910.0
5191,81066.0
5192,44753.0
5193,94099.0
5194,103506.0
5195,36797.11
5196,102664.0
5197,88436.0
5198,45352.05
5199,70435.0
5200,70771.31
5201,75453.0
5202,38085.07
5203,135392.0
5204,42053.83
5205,84554.68
5206,154872.52
5207,120768.0
5208,82821.0
5209,102664.0
5210,42662.89
5211,45261.0
5212,59302.0
5213,67450.85
5214,53788.0
5215,66327.39
5216,56733.0
5217,44810.0
5218,102042.12
5219,100849.36
5220,54644.19
5221,114940.25
5222,83658.0
5223,43244.28
5224,63067.93
5225,35175.0
5226,49831.0
5227,74815.0
5228,83658.0
5229,89620.0
5230,40631.32
5231,84974.0
5232,36386.93
5233,55328.0
5234,58455.0
5235,65752.0
5236,71860.0
5237,29779.06
5238,91532.0
5239,64141.0
5240,153735.78
5241,120117.06
5242,56939.77
5243,96339.57
5244,239566.0
5245,45261.0
5246,24134.31
5247,49336.81
5248,40946.22
5249,51575.26
5250,44300.0
5251,87524.35
5252,83497.98
5253,86537.84
5254,80784.0
5255,131348.75
5256,67206.0
5257,100849.36
5258,73697.09
5259,92756.7
5260,56733.0
5261,68065.33
5262,44289.62
5263,35965.22
5264,68769.14
5265,71891.64
5266,40631.32
5267,103506.0
5268,64812.0
5269,87523.22
5270,74079.01
5271,70052.0
5272,65752.0
5273,76015.03
5274,99870.24
5275,87963.8
5276,50785.5
5277,42268.33
5278,69222.18
5279,69805.94
5280,105743.92
5281,69023.5
5282,53318.05
5283,59420.09
5284,22529.52
5285,18416.04
5286,53788.0
5287,99355.12
5288,88859.0
5289,60618.0
5290,60468.0
5291,175127.0
5292,48098.94
5293,54538.0
5294,69429.0
5295,94277.96
5296,70884.0
5297,35552.8
5298,44300.0
5299,129833.85
5300,73801.0
5301,79227.0
5302,53788.0
5303,27799.2
5304,93595.75
5305,84974.0
5306,92756.7
5307,19728.85
5308,89620.0
5309,102042.13
5310,90860.58
5311,48098.94
5312,69222.18
5313,120768.0
5314,58448.0
5315,90917.0
5316,86058.93
5317,19060.62
5318,96197.88
5319,87480.0
5320,75277.02
5321,20419.48
5322,80829.0
5323,43525.72
5324,100849.36
5325,104717.28
5326,53788.0
5327,26049.96
5328,37684.0
5329,65716.0
5330,34350.15
5331,56607.63
5332,97392.47
5333,60810.0
5334,52944.76
5335,64710.56
5336,77343.0
5337,58720.0
5338,55022.21
5339,33395.15
5340,57265.0
5341,111964.91
5342,65752.0
5343,46469.0
5344,88859.0
5345,59072.0
5346,89620.0
5347,52472.35
5348,16049.0
5349,104717.28
5350,40534.48
5351,44694.45
5352,23920.0
5353,44598.62
5354,62430.09
5355,44476.25
5356,41121.94
5357,21073.29
5358,71592.56
5359,93396.0
5360,56306.54
5361,74146.46
5362,42053.83
5363,110336.91
5364,40631.32
5365,45261.0
5366,64349.41
5367,43814.23
